"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","gender_.99_TEXT","race_8_TEXT","age","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","describe","how_1","why_1","why_2","why_3","why_4","why_5","IOS","antidem_1","antidem_2","antidem_3","antidem_4","antidem_5","elect","antiest_1","antiest_2","antiest_3","antiest_4","trust_con","trust_gov","trust_jud","trust_sci","trust_pol","trust_news","polparticip_1","polparticip_2","polparticip_3","polparticip_4","polparticip_5","polparticip_6","check_1","feedback","inparty","outparty","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind","vote_2024","vote_2024_12_TEXT","vote_now","vote_now_12_TEXT"
"OD665ds","0","100","416","1","1","4","","","71","7","1","1","2","1","i think conservatives have long been ignored by those in power.  we are the backbone of the country.  we are the working class, the farmers and the manufacturers.  we are the military and the common citizen.  we have long been told what to think and how to act by those who claim and exude superiority when all they are is over educated and too opinionated. ","79","woke directives ","favoring illegal immigrants","democrat doublespeak.","","","5","","","","","","2","4","6","6","3","1","1","2","2","1","1","5","1","1","1","1","1","green","no comments","Non-Partisan","Non-Partisan","man","White","","","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Neither","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"XQ348or","0","100","292","1","1","4","","","56","7","1","1","1","1","I would say the middle class family is left behind, or at least was until earlier this year.  The democrats put American's ""last"" with most of their policies, which impacted middle class people the most in my opinion. ","50","Illegals getting ""free money"", housing and other benefits","Increased taxes","Inflation at record highs","Rising gas prices","","5","1","1","1","1","1","2","3","6","3","3","2","2","2","2","2","1","5","1","1","1","1","1","Blue","","Republican Party","Democratic Party","man","White","","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Strong","","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"TW529uz","0","100","414","1","1","4","","","23","2","4","5","","5","I think minorities. The current administration is making it so that minorities feel like they don't matter or are unimportant for society. They are being targeted in multiple ways for no reason and are probably feeling like the country has turned its back on them, all because they want to prioritize ""Americans"" not knowing that those same Americans refuse to take the jobs that minorities take. They're lost, hurt, and targeted consistently with little to no recourse unless they live in a state that is taking the burden of supporting them where a government has abandoned them","65","Feeling targeted","Feeling isolated in government","Lack of representation and support","Feeling lost in their current home","","2","1","1","1","1","2","2","7","7","6","2","1","1","2","4","1","2","5","1","2","1","1","1","Blue","","Democratic Party","Republican Party","man","","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","4yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)","","Gavin Newsom (Democratic Party)",""
"YB510qi","0","100","432","1","1","4","","","41","3","1","1","1","2","The poor people are always being left behind. The system set of for the poor and homeless is greatly flawed with pay unequality","23","less pay","flawed system","no address for homeless means know benefits","Housing rates are through the roof","","2","1","1","1","2","1","2","6","3","6","3","3","3","3","3","2","3","3","1","3","3","3","1","black","","Republican Party","Democratic Party","woman","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Not very strong","","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"UB905pa","0","100","359","1","1","4","","","46","4","5","3","","","I think the average middle class people are being left behind.  We are not getting support and if we don't make enough we would get more. ","24","money","taxed more","Not getting benefits","","","4","3","1","2","2","2","2","5","6","6","5","2","2","3","3","2","2","1","1","1","1","1","1","blue","","Democratic Party","Republican Party","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)","","Kamala Harris (Democratic Party)",""
"ID780ay","0","100","545","1","1","4","","","33","6","","","5","","The people being left behind are white, middle class, Americans. For some reason something wants us to disappear ","88","struggling","declining birth rate","broke","","","5","5","2","6","6","6","2","7","7","6","2","1","1","1","1","1","1","1","1","1","1","1","1","green","","Republican Party","Democratic Party","man","White","","","","","","","","$40,001-$60,000","GED","Republican","","","Strong","","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"MF540un","0","100","234","1","1","4","","","51","4","6","","","","I think the low and middle class citizens are feeling very left behind right now","1","The cost of goods","job stability","taxes","costs","","3","1","1","1","1","1","2","7","7","7","1","2","2","2","3","2","1","5","3","1","1","1","1","Purple","","Republican Party","Democratic Party","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Strong","","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"OR935po","0","100","480","1","1","4","","","50","4","2","2","1","3","The kind of person feeling left behind these days are the older less tech savvy people and the introverts that do not like large groups. This is the age of the internet and everyone is connected so for those that do not want to be permanently connect they feel  permanently secluded.","50","not willing to try","unable to learn tech","anxiety of social events","","","3","1","4","1","1","4","2","7","7","5","3","2","2","2","4","2","1","3","2","2","1","1","1","blue","N/A","Republican Party","Democratic Party","man","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Strong","","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"EM823gs","0","100","125","1","1","4","","","33","3","5","4","4","5","The average moderate middle class American is being left out.","54","no political identity","politics are too extreme nowadays","new policies tend to favor the wealthy ","","","3","1","1","1","1","1","2","4","6","3","1","2","2","2","4","2","2","3","3","3","3","3","3","green","","Democratic Party","Republican Party","man","White","","Black or African American","","","","","","$100,001-$120,000","MA","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)","","Gavin Newsom (Democratic Party)",""
"NI842eh","0","100","511","1","1","4","","","22","4","4","4","4","5","I think the people that are left behind are the poor. Due to being poor many people are missing out on prime opportunities that people who are in richer neighborhoods have access to. I think there’s ways to remedy this but over the years there hasn’t been any real change.","31","Not enough access to resources ","Not safe neighborhoods ","Financially struggling","","","3","","","","","","2","7","5","6","2","2","2","2","3","1","2","1","1","1","1","1","2","Blue","Nope :)","Non-Partisan","Non-Partisan","woman","","","Black or African American","","","","","","$40,001-$60,000","GED","Independent","","","","Neither","I did not vote","","I would not vote",""
"HS729np","0","100","590","1","1","4","","","65","3","3","5","5","2","I think there are many ways to describe such persons who vary.  Some are blue collar people who now do not have access to good union jobs for life as their previous two generations had.  Others are simply poorer people who gave up long ago.  And still others are ones who made poor life choices that are hard to overcome economically.","0","Outsourcing and offshoring of manufacturing jobs.","Inability to save money even if due to refusing or being unable to work more than one job.","The high cost of housing.","","","2","","","","","","2","5","5","6","2","2","2","3","3","1","2","4","1","1","1","1","1","blue","While I consider myself libertarian, there are many different types of same.  I am not one to vote 3rd party purely as a protest vote, so I have voted for both major parties over time.  While I abstained from voting for president in 2024, I did vote in other races.  I just did not like either Trump or Harris.","Non-Partisan","Non-Partisan","man","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither","I did not vote","","I would not vote",""
"HT168ob","0","100","377","1","1","4","","","69","4","4","4","4","4","the working class is most likely feeling left behind given the instability they are currently facing.","0","disrespected","uncounted","ungrateful","","","1","","","","","","1","6","6","6","2","1","1","1","3","1","1","1","1","1","1","1","1","black","thank you","Non-Partisan","Non-Partisan","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither","Kamala Harris (Democratic Party)","","Gavin Newsom (Democratic Party)",""
