"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","lebe_cont_1","describe","elect_exp","elect_change","elect_econ","elect_cult","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","gender_.99_TEXT","race_8_TEXT","age","check_1","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"HD334ua","0","100","363","1","1","4","71","I feel like I'm lagging behind everyone in my social circle. They have advanced in their careers and are going on multiple holidays every year and investing in real estate, whereas I feel like I stagnated years ago, and every year is like Groundhog Day. Since my cancer diagnosis, I feel lost; it's like I forgot how to live, and the world has just been speeding by me. I'm standing, watching everyone else have fun, whilst I grind away at the same position within the same company for the past 10 years. I've lost touch with close friends, and family members appear more distant.","3","2","3","7","7","1","1","1","6","","","60","black","","woman","White","","","","","","","","$120,001-$140,000","noHS","Republican","","","Strong",""
"FP659ra","0","100","178","1","1","4","53","I feel that that I wasn't allowed to live my life in a way that would allow me to be happy now or have the financial security that would allow me not to fear the future.","3","3","5","4","4","3","2","3","5","","","57","red","","woman","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Not very strong",""
"WV473sm","0","100","441","1","1","4","80","Since I became a senior citizen and went on Medicare, I can see that American society does not value the elderly, and would prefer they die as soon as possible.  They would like to siphon all of your accumulated wealth before you go, but after they have all of it, die quickly.","6","2","2","1","1","7","7","1","7","","","69","Blue","The current administration is breaking new ground in concentrating power in the executive branch that must be used for good by the Democratic party when they gain power, which will be very soon.  American's won't accept a corrupt, evil  authoritarian regime that is only interested in enriching themselves and their cronies.","man","White","","","","","","","","$20,001-$40,000","GED","Democrat","","Strong","",""
"VA311qe","0","100","206","1","1","4","26","I feel as if I'm not very left behind for the most part. In the areas where I do feel left behind, I only feel that way do to my own decisions with career and life choices. Even still, I am pretty satisfied with where I am in life.","2","2","7","7","7","1","1","2","3","","","46","purple","","woman","White","","","","","","","","$80,001-$100,000","GED","Republican","","","Strong",""
"GG601sy","0","100","121","1","1","4","78","I feel left behind since I feel as I have not grown since high school and being in college, I feel the same as I was when I was a freshman. I don't find myself evolving like others have done and feel like I am the same person that I was when I was little still.","5","4","3","1","1","6","5","5","5","","","21","blue","","woman","","","","Asian","","","","","$80,001-$100,000","GED","Democrat","","Strong","",""
"IL005wa","0","100","247","1","1","4","25","I feel the current federal government is doing more to make it unsustainable to live by helping accelerate inflation by deregulation and tariffs and doing nothing to help the working and lower class of society that need relief from constant price hikes on food, fuel, electricity ","4","5","1","1","1","7","5","1","6","","","43","black","","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic"
"GF177zs","0","100","844","1","1","4","60","A lot of my immediate family has passed away. I do not really have communication with many people. I do not feel like I am far enough in life at my age as I should be. I feel like I am not experiencing what I should, and like I am missing out on life.","4","3","4","2","4","4","2","4","4","","","35","Green","No issues with the study. :-)","woman","White","","","","","","","","$0-$20,000","GED","Independent","","","","Neither"
"XZ251vo","0","100","248","1","1","4","66","it seems like most of the people i grew up with are better off than i am. I tend to make the same mistakes and i hold myself back do to poor decicions. I dont have the same goals and i tend to get caught up in the anxioity.","5","5","3","3","2","5","5","","5","","","43","blue","nope i just hope i wrote long enough ","man","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Not very strong","",""
"OX394bn","0","100","330","1","1","4","23","I don't really feel left behind most of the time but I do feel a bit left behind in how my peers have started raising families and have a better grasp on child-rearing than I do.","5","5","1","1","1","6","5","3","6","","","36","green","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Democrat","","Strong","",""
"WL939wr","0","100","519","1","1","4","41","I feel economically left behind in that many of the opportunities that were accessible to past generations are substantially greater for people my age.  Owning a home especially is a dream I have that is far more difficult for me than it ever was for my parents, for example.  Home prices are multiple times more expensive compared to average wages as they were 30 years ago, interest rates have tripled over the past few years, and where I am in my 30s is very different to where my mom was in her 30s (a home owner supporting 3 children).  I also feel left behind politically.  The United States has slid further and further to the right wing over my lifetime, and I have little representation fighting for my views.  Healthcare is out of reach for many, women have less control over their own body and medical rights than they did 10 years ago, education has gone downhill, and I currently live in an oligarchy controlled by idiots with too much money. ","4","2","1","1","1","1","7","1","6","","","34","Blue","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Democrat","","Not very strong","",""
"TI294kb","0","100","175","1","1","4","17","I guess I feel a little left behind in saving for retirement and buying stocks.  I don't understand any of it","5","5","4","5","5","3","4","4","4","","","39","Blue","Na","man","White","","","","","","","","$60,001-$80,000","PHD","Republican","","","Not very strong",""
"QU758rm","0","100","180","1","1","4","40","I am nowhere near where I thought I would be at this point in my life and I'm getting older so I don't know whether or not I'll ever catch up.","5","6","7","7","7","1","1","2","1","","","50","red","","man","White","","","Asian","","","","","$20,001-$40,000","4yearColl","Republican","","","Strong",""
"QO413io","0","100","123","1","1","4","56","I feel that people my age are more accomplished as far as career.  I feel like I haven’t gone as far in my career as I should be.","5","4","1","1","2","4","6","4","6","","","48","Red","","woman","White","","","","","","","","$100,001-$120,000","2yearColl","Democrat","","Strong","",""
