"PID","Status","Progress","Duration..in.seconds.","Finished","consent","lebe_cont_1","elect_exp","elect_change","elect_econ","elect_cult","mob_1","mob_2","mob_3","mob_4","mob_5","mob_6","mob_7","mob_8","check_1","soccon_1","soccon_2","soccon_3","soccon_4","soccon_5","lonely_1","lonely_2","lonely_3","leftbehind_cooley_1","leftbehind_cooley_2","leftbehind_cooley_3","leftbehind_cooley_4","leftbehind_cooley_5","ideo","gender_.99_TEXT","race_8_TEXT","age","check_2","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"MO149bc","0","100","208","1","1","43","4","3","1","1","2","5","2","6","5","6","2","3","5","3","3","2","6","2","1","2","2","","","","","","2","","","37","Orange","","woman","White","Hispanic, Latino, or Spanish origin","","","","","","","$80,001-$100,000","MA","Democrat","","Not very strong","",""
"DP299hv","0","100","457","1","1","10","3","2","2","6","6","6","6","5","5","6","6","6","5","2","1","2","6","1","2","1","1","","","","","","4","","","47","Blue","","man","White","","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Strong",""
"TQ908jw","0","100","133","1","1","38","1","2","5","6","2","6","2","6","6","6","1","1","5","2","3","1","6","1","1","2","2","","","","","","6","","","34","Blue","","man","White","","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Strong",""
"ZF937rb","0","100","221","1","1","60","4","4","1","1","2","5","1","5","4","5","2","2","5","5","5","5","3","5","3","3","3","","","","","","3","","","46","teal","","woman","White","","","","","","","","$60,001-$80,000","MA","Independent","","","","Closer to Democratic"
"QF266my","0","100","252","1","1","60","5","6","3","2","3","5","3","5","5","5","3","3","5","2","3","3","6","2","1","1","1","","","","","","3","","","19","Purple","","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Closer to Democratic"
"WB230cw","0","100","289","1","1","17","4","1","1","1","2","6","1","6","6","6","2","2","5","2","2","2","6","2","1","1","1","","","","","","2","","","63","burgundy","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Democrat","","Strong","",""
"BB663qh","0","100","196","1","1","70","5","5","2","2","3","4","2","4","4","5","3","3","5","4","5","2","4","3","2","1","1","","","","","","2","","","56","Green","None.","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Democrat","","Strong","",""
"YL416do","0","100","543","1","1","33","3","3","2","7","4","6","2","6","4","5","2","2","5","2","2","2","6","2","1","1","1","","","","","","6","","","47","blue","thank you , i enjoyed the survey","man","White","","","","","","","","$100,001-$120,000","GED","Republican","","","Strong",""
"KC227di","0","100","448","1","1","40","3","7","7","7","2","7","2","7","7","6","1","1","5","3","4","3","6","5","3","1","2","","","","","","7","","","69","blue","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Republican","","","Strong",""
"DZ724zb","0","100","185","1","1","40","4","7","5","6","1","7","2","7","6","6","1","1","5","4","3","3","6","3","2","2","2","","","","","","6","","","37","red","","man","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Not very strong",""
"PR080eg","0","100","206","1","1","70","3","3","1","1","5","3","5","3","4","3","5","6","5","3","3","3","5","5","2","2","2","","","","","","2","","","41","Blue","","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Not very strong","",""
"LD696ag","0","100","338","1","1","31","5","1","1","1","5","3","2","3","3","3","3","5","5","2","5","3","5","5","1","2","2","","","","","","2","","","63","blue","I'm not sure what that favorite color thing was there...
These are such hard questions to answer.
Best of luck with your research!","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Democrat","","Strong","",""
"DQ710iw","0","100","255","1","1","29","5","5","6","2","6","5","7","5","6","6","6","3","5","2","2","2","7","1","1","2","1","","","","","","2","","","42","Blue","","man","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"TI207ut","0","100","333","1","1","61","2","3","3","2","5","2","5","3","3","4","5","5","5","4","5","3","5","5","1","2","2","","","","","","2","","","54","Blue","","woman","","","Black or African American","","","","","","$40,001-$60,000","MA","Democrat","","Not very strong","",""
"NJ974kw","0","100","249","1","1","36","4","3","3","2","1","4","2","6","5","5","3","2","5","5","6","6","3","4","3","2","2","","","","","","2","","","35","orange","","man","White","","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Not very strong","",""
"IC903vr","0","100","278","1","1","90","5","2","1","2","3","5","5","5","5","5","3","3","5","6","7","6","2","6","3","3","3","","","","","","2","","","44","Blue","","man","White","","","","","","","","$20,001-$40,000","2yearColl","Democrat","","Strong","",""
"SE770ui","0","100","209","1","1","45","5","3","1","1","3","5","3","3","5","5","2","3","5","5","3","5","6","5","2","2","2","","","","","","1","","","26","Green","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Democrat","","Strong","",""
"BB753kc","0","100","188","1","1","90","7","4","1","1","3","5","3","5","5","5","3","3","5","6","6","6","2","6","3","3","3","","","","","","1","","","38","blue","","woman","","","Black or African American","","","","","","$60,001-$80,000","4yearColl","Democrat","","Strong","",""
"GK089wx","0","100","425","1","1","75","4","6","1","1","4","3","5","3","3","3","5","5","5","5","5","5","4","5","1","2","2","","","","","","2","","","58","blue","","man","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Strong","",""
"CV488hm","0","100","173","1","1","13","5","5","2","1","2","6","2","6","6","6","2","2","5","2","2","2","6","2","1","1","2","","","","","","2","","","72","Blue","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
"VM929hy","0","100","469","1","1","5","1","2","4","1","1","7","1","7","7","7","1","1","5","1","1","1","7","1","1","1","1","","","","","","4","","","54","purple","","woman","","","Black or African American","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"GB093nj","0","100","316","1","1","0","3","1","4","1","6","3","5","2","2","4","6","6","5","3","2","2","6","2","1","1","1","","","","","","3","","","56","green","","man","White","","","","","","","","$20,001-$40,000","2yearColl","Democrat","","Strong","",""
"IH252vr","0","100","230","1","1","82","6","3","1","1","2","3","1","6","3","6","2","2","5","7","6","6","2","7","1","2","3","","","","","","1","","","51","blue","","woman","White","","","","","","","","$40,001-$60,000","PHD","Democrat","","Strong","",""
"MQ543kh","0","100","389","1","1","22","2","1","2","2","5","3","2","4","4","6","3","4","5","3","2","2","5","5","1","1","1","","","","","","2","","","50","blue","","man","White","","","","","","","","$140,001-$160,000","4yearColl","Democrat","","Strong","",""
"MA958br","0","100","297","1","1","21","6","7","7","7","3","5","2","5","5","5","3","3","5","1","1","1","7","2","1","2","1","","","","","","5","","","59","blue","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Republican","","","Not very strong",""
"QE203fi","0","100","144","1","1","36","5","4","5","5","5","4","4","5","5","4","5","5","5","1","1","1","6","1","1","1","1","","","","","","6","","","25","Blue","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Not very strong",""
"AU649id","0","100","543","1","1","55","2","3","5","7","2","5","2","5","5","5","2","2","5","2","2","3","6","3","3","2","2","","","","","","7","","","71","burgundy","No comments","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Republican","","","Strong",""
"GT688op","0","100","199","1","1","38","7","4","1","2","5","3","5","3","3","3","5","5","5","2","2","2","5","2","2","2","2","","","","","","2","","","56","blue","","woman","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Strong","",""
"VV733uf","0","100","474","1","1","90","1","1","1","1","3","5","3","5","5","5","3","3","5","7","7","7","2","6","2","2","2","","","","","","1","","","33","green","None","man","White","Hispanic, Latino, or Spanish origin","","","","","","","$0-$20,000","4yearColl","Democrat","","Strong","",""
"YY816ws","0","100","168","1","1","10","5","4","2","2","2","2","3","3","5","2","4","6","5","1","2","1","7","1","1","2","1","","","","","","2","","","36","Red","","man","White","","","","","","","","$100,001-$120,000","MA","Independent","","","","Closer to Democratic"
"CV438wt","0","100","193","1","1","0","6","7","4","7","6","4","4","5","4","4","4","5","5","2","2","2","6","2","2","1","1","","","","","","4","","","36","Navy Blue","Thank you for allowing me to participate in this study.","woman","","","Black or African American","","","","","","$80,001-$100,000","4yearColl","Democrat","","Not very strong","",""
"WZ490oi","0","100","633","1","1","32","3","4","4","5","3","5","3","5","5","4","3","3","5","2","4","3","6","3","2","2","2","","","","","","5","","","31","Orange","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Neither"
"UK596pa","0","100","210","1","1","5","1","5","4","1","2","5","2","5","5","6","2","2","5","2","2","2","6","2","1","1","1","","","","","","2","","","39","blue","","man","White","","","","","","","","$120,001-$140,000","GED","Democrat","","Not very strong","",""
"OQ885ar","0","100","725","1","1","6","5","6","3","2","1","2","1","6","2","6","1","1","5","3","2","1","7","2","2","2","3","","","","","","2","","","64","blue","","man","White","","","","American Indian or Alaska Native","","","","$80,001-$100,000","MA","Independent","","","","Closer to Democratic"
"BY609jd","0","100","243","1","1","34","3","5","5","5","2","5","3","6","6","5","6","2","5","2","2","1","6","1","1","2","1","","","","","","3","","","43","Aqua","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Democrat","","Not very strong","",""
"HG504ry","0","100","211","1","1","5","1","7","7","7","1","7","1","7","4","7","1","1","5","2","2","1","6","1","1","1","1","","","","","","6","","","61","Blue","","man","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Strong",""
"QJ772mi","0","100","243","1","1","68","1","2","3","5","2","5","2","5","5","6","2","4","5","6","4","2","5","5","1","1","3","","","","","","4","","","24","purple","","man","White","","","","","","","","$120,001-$140,000","4yearColl","Independent","","","","Neither"
"QN146bm","0","100","216","1","1","52","6","2","1","1","3","2","4","3","1","3","5","5","5","6","3","4","5","5","1","2","2","","","","","","1","","","26","green","","woman","","","","Asian","","","","","$40,001-$60,000","4yearColl","Democrat","","Not very strong","",""
"GX164fc","0","100","152","1","1","10","4","2","1","1","2","5","2","5","5","5","2","2","5","2","2","2","6","2","1","1","1","","","","","","1","","","44","blue","","man","White","","","","","","","","$160,001-$180,000","MA","Democrat","","Not very strong","",""
"XQ744cj","0","100","133","1","1","25","4","5","2","2","2","6","2","7","5","5","1","2","5","2","1","1","6","2","1","1","1","","","","","","2","","","28","yellow","","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Not very strong","",""
"PX760dc","0","100","220","1","1","70","4","2","2","7","3","5","3","5","5","5","3","3","5","6","6","6","3","6","2","2","2","","","","","","7","","","36","Blue","","woman","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Strong",""
"ZB745ij","0","100","257","1","1","5","5","5","1","1","3","4","3","5","5","5","3","3","5","5","2","3","6","2","1","2","1","","","","","","2","","","31","Red","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$140,001-$160,000","GED","Democrat","","Strong","",""
"WN377ua","0","100","203","1","1","33","2","3","4","4","4","4","4","4","3","5","5","4","5","5","4","5","4","5","2","2","2","","","","","","5","","","33","Pink","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Strong",""
"NF127py","0","100","584","1","1","45","3","6","2","2","5","2","5","2","2","2","6","6","5","2","3","2","6","2","2","2","1","","","","","","3","","","71","Blue","","woman","White","","","","","","","","$40,001-$60,000","MA","Democrat","","Strong","",""
"PK826ns","0","100","224","1","1","68","4","5","3","3","4","3","5","3","3","4","5","5","5","3","3","4","6","5","2","1","3","","","","","","4","","","36","blue","N/A","man","","Hispanic, Latino, or Spanish origin","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Neither"
"FH532by","0","100","214","1","1","4","7","7","7","7","5","5","6","6","7","7","6","6","5","4","1","3","2","3","3","1","2","","","","","","7","","","53","white","","man","White","","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Strong",""
"JJ650uh","0","100","232","1","1","60","5","6","1","1","2","6","2","6","6","6","2","2","5","2","3","2","5","3","1","1","1","","","","","","2","","","57","red","","woman","White","","","","","","","","$0-$20,000","GED","Democrat","","Strong","",""
"CD540ve","0","100","174","1","1","61","2","3","7","1","2","6","2","6","6","4","2","4","5","5","5","5","5","5","3","2","2","","","","","","1","","","46","Red","","man","White","","","","","","","","$20,001-$40,000","GED","Democrat","","Strong","",""
"XT780nu","0","100","173","1","1","61","4","3","1","2","4","3","4","3","3","3","5","5","5","5","5","5","5","5","2","2","2","","","","","","3","","","35","Green","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","No preference","","","","Neither"
"SP461sc","0","100","202","1","1","22","6","5","7","7","2","6","2","6","5","6","6","2","5","2","2","2","6","2","1","1","1","","","","","","7","","","36","Blue","","man","White","Hispanic, Latino, or Spanish origin","","","","","","","$160,001-$180,000","PHD","Republican","","","Strong",""
"ZI194xl","0","100","186","1","1","46","6","1","1","1","7","1","4","1","1","1","6","6","5","1","1","1","7","1","1","1","1","","","","","","1","","","62","lavender","gender and sexuality matter as much as ethnicity","woman","White","","","","","","","","$0-$20,000","4yearColl","Democrat","","Strong","",""
"XU240ru","0","100","141","1","1","35","5","5","3","2","3","5","3","4","4","2","3","3","5","3","3","3","6","5","1","2","2","","","","","","2","","","53","blue","no additional comments","man","White","","","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
